T2_panel0,T_panel0,T2_panel1,T_panel1,T2_panel2,T_panel2,dT2_panel0,dT_panel0,dT2_panel1,dT_panel1,dT2_panel2,dT_panel2,T2_d0,T_d0,T2_d1,T_d1,T2_d2,T_d2
-.00037837899,.0057759187,-.0009202371,.020377569,-.000041006719,.0088872919,.00039606492,-.011872008,.00020230988,-.0015503232,-.000055653738,-.0034047603,.0034987656,-.087893918,-.0042010862,.097071163,.0029593236,.032539967
.000033659962,-.0032956784,-.00070387416,.0099471947,.00016821433,.0024939773,.00016208041,-.0075906692,.0001439801,.00369303,-.0002356238,-.0013014994,-.0021214453,.1470501,-.0031446884,.096406586,.0028672195,.076832324
-.00021572148,.0026208637,.00018184407,-.0049784947,.00035365374,.0027321612,.00026977158,-.0099573759,-.00058901188,.014759596,-.00038119592,-.0013868264,.0037126474,-.13060811,.0094588194,-.24434358,.0044737635,.043538339
-.00020915273,.0027390171,-.00054588803,.0095373411,.000087440909,.0025339732,.000063662999,-.0094509143,-.000062234911,.0054199095,-.00006389842,-.0028770447,.0029258556,-.054371521,-.0070232349,.064020328,-.0022948368,-.0015074027
-.00053945614,.013255793,-.00073708431,.018040104,.00031756784,.0015892872,.00041844373,-.014900283,.00040118778,-.0058854069,-.00030147395,-.0015791651,.0036138068,-.026161969,.0015460268,.082049929,.0055883462,.055273864
-.00072285184,.02031214,-.00020906884,.0096269902,.0001644515,.0017872374,.00012210765,-.0079528205,-.00040529727,.0063255439,-.0002189068,-.00068018428,.0021537326,.032311067,.0066306726,-.010562119,.003700342,.098590419
-.0007421269,.018168667,-.00064865826,.017892718,.00052480726,-.0042029964,.00042772619,-.013600864,.00061113801,-.0088392133,-.00050453097,.0027616823,-.0092782006,.33112305,.008807865,-.089482069,.0056819888,.00184117
.000077635166,-.0030568999,-.00058380875,.010302032,.00020800668,.0059257261,-.000037971207,-.0019809955,.000017833308,.0043569943,-.00030754792,-.0019782085,.0069026346,-.23585466,-.003765254,.028515313,.00072196632,.049713947
-.00046406683,.021484513,-.00043363462,.010692514,.00032472593,.001681347,.00039561445,-.020523714,-.000010038945,.00093974447,-.00032789717,-.0010698126,.0060266587,-.18751237,.0015522094,.034459624,.006623554,-.023326306
-.00026501872,.0049745715,-.00054938032,.0038995633,.00034200042,.00021132863,.00038762446,-.014682914,-.000068779438,.0071907393,-.00039581402,.0019789485,-.004251081,.23135969,-.0036663788,.054269809,-.00067256886,.1109255
-.00019212477,.0070231017,-.00067485467,.014733688,.0002037766,.0036261829,.000094926239,-.0046490203,-.000080681835,.0048540458,-.00010139414,-.0040200888,.00029158665,.063142635,.0031993648,-.062393554,.0018467854,.027746016
-.000047833921,-.001632005,-.00047138147,.0092747733,.00045568377,-.0060719098,.000089310626,-.0040432485,.00040526135,-.0017482226,-.00042643657,.0013468107,.0055882894,-.10323839,.0059986864,-.066191144,.0083770417,-.11121591
-.00057813158,.014585336,-.00089511648,.0173166,.00061759364,-.0095421337,.00050752092,-.022906385,.0007342454,-.010865637,-.00051984476,.006826913,-.0011863466,.077812836,.0025680014,-.0030845101,.002763543,.019941783
-.00034345678,.010322315,-.0005839871,.014512018,.00038240163,.0028528923,.00031777198,-.015521176,-.00010575781,.00308122,-.00039377133,-.0028564131,-.004260404,.1804076,-.0069096517,.099649467,-.00010360193,.044763681
-.00018447445,.010385145,-.00077614706,.014954412,.00043924697,.0018632034,.000083896462,-.012308864,.00002406663,.0010248917,-.00035338782,-.0019399716,.0024879593,.098851964,-.0061834268,.12881011,.0034444358,-.028641827
-.00023032623,.0041600266,-.00090010534,.022791253,.0002177759,-.0028952991,.00032775561,-.015064958,.00041930049,-.0079808207,-.00020988137,-.0021205074,.00056167366,.010669497,-.00053530122,-.0053567481,.0041127065,-.094621517
-.0004122144,.010370978,-.00094732112,.019601278,.00009060165,.0012230092,.00016889918,-.010183166,.00055549486,-.004447584,-.00021171021,.0009526948,.0063422909,-.261244,-.0032812208,.12662296,.0028596597,.075029492
-.00073746574,.024218587,-.00076364732,.01984233,.00027136781,.0060398844,.00042968092,-.014536605,.00014508933,-.0020358255,-.00026503013,-.0045388639,.0010811324,-.062779389,.0044576991,-.069610409,.0078810332,-.055259157
-.00091631006,.029788528,-.00062767393,.012297834,.00027187474,.00092633103,.00050659594,-.021564774,.000400522,-.001955657,-.00020637919,-.000047967991,.0025307829,-.04301301,.00042645328,.078025728,.0029849373,.059098121
-.00035264224,.017139807,-.00050484872,.011860932,.00024095697,-.00077781052,.000042410407,-.0081004789,-.000046760251,.00098844455,-.00029481147,.0020848017,.004886474,-.1259907,.00011067568,.11055695,.0038254552,.07815747
-.00030740889,.014446924,-.00059442129,.010189335,-.00013073911,.0066095679,.00022832226,-.014442124,.00031390507,-.00043980675,.000037263635,-.0056976196,.010013107,-.32625362,.0075580426,-.087980621,.0084061148,-.10280225
-.0003312701,.0097771231,-.00058242225,.0082422784,-.00026250901,.0066105425,.00034838688,-.010390711,.00041993364,-.00186526,.000067534667,-.0057001719,-.0029972713,.1985635,-.0020421487,-.0050737592,-.0021858378,.023631869
-.0005219648,.013560701,-.00046832539,.013408777,.0004184565,.0010003715,.00032398425,-.01603454,-.000148836,.00083236641,-.00033303432,-.00023298604,.00030615623,.096972667,-.0032867668,.18364407,.003998484,.081627682
-7.9682422e-06,.00062057958,-.00075300073,.016947472,.00027535527,-.0011505978,.00003675235,-.0031945053,.00034627665,-.0049448903,-.00034571497,.0030653144,.0041245576,-.15606935,.0053660995,.018431528,.004594082,.052190743
-.00054630736,.01687987,-.00073438545,.022796636,.00042918086,.0029624142,.0002262076,-.01308156,.000063039457,-.0026365048,-.00041325728,.0020666101,.0023853311,-.0011913726,.0015808411,.0070301904,.0029615765,.11187505
.00016733404,-.0051849904,-.00023443335,.0052067176,.00036961137,.0010495582,-1.4313662e-06,-.0043496964,-.0001603384,.0052683563,-.00039809861,.0013410671,-.00086582411,.14137928,.002072172,-.036998075,-.0047144415,.20974268
-.00021164045,.0039378405,-.00057113252,.0093283663,.0003791831,-.0067533338,.00036066677,-.015348744,-.000079430225,.0038410213,-.00029870652,-.0023274166,.006701984,-.19375463,-.00027244224,.097630002,.0079123778,-.098932654
